1779792814.736403 server started (1080152): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1779792814.736424 on Linux 6.8.0-71-generic #71-Ubuntu SMP PREEMPT_DYNAMIC Tue Jul 22 16:52:38 UTC 2025
1779792814.736431 using libevent 2.1.12-stable poll
1779792814.736434 using ncurses 6.4 20240113
1779792814.820339 cmdq_fire_command <global>: (2260) bind-key -T copy-mode-vi E { send-keys -X next-space-end }
1779792814.820341 cmd_find_best_session: 0 sessions to try
1779792814.820343 cmd_find_current_client: no target, return (nil)
1779792814.820345 cmd_find_best_session: 0 sessions to try
1779792814.820347 cmd_find_current_client: no target, return (nil)
1779792814.820349 cmd_find_best_session: 0 sessions to try
1779792814.820351 cmd_find_best_session: 0 sessions to try
1779792814.820355 key_bindings_add: 0x45 E = send-keys -X next-space-end
1779792814.820358 cmd_find_best_session: 0 sessions to try
1779792814.820360 cmdq_next <global>: [bind-key/0x648c98b72af0] (0), flags 0
1779792814.820369 cmdq_fire_command <global>: (2268) bind-key -T copy-mode-vi F { command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" } }
1779792814.820371 cmd_find_best_session: 0 sessions to try
1779792814.820373 cmd_find_current_client: no target, return (nil)
1779792814.820375 cmd_find_best_session: 0 sessions to try
1779792814.820377 cmd_find_current_client: no target, return (nil)
1779792814.820379 cmd_find_best_session: 0 sessions to try
1779792814.820382 cmd_find_best_session: 0 sessions to try
1779792814.820387 key_bindings_add: 0x46 F = command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" }
1779792814.820390 cmd_find_best_session: 0 sessions to try
1779792814.820397 cmdq_next <global>: [bind-key/0x648c98b72870] (0), flags 0
1779792814.820402 cmdq_fire_command <global>: (2280) bind-key -T copy-mode-vi G { send-keys -X history-bottom }
1779792814.820404 cmd_find_best_session: 0 sessions to try
1779792814.820406 cmd_find_current_client: no target, return (nil)
1779792814.820408 cmd_find_best_session: 0 sessions to try
1779792814.820410 cmd_find_current_client: no target, return (nil)
1779792814.820412 cmd_find_best_session: 0 sessions to try
1779792814.820414 cmd_find_best_session: 0 sessions to try
1779792814.820418 key_bindings_add: 0x47 G = send-keys -X history-bottom
1779792814.820420 cmd_find_best_session: 0 sessions to try
1779792814.820440 cmdq_next <global>: [bind-key/0x648c98b73b80] (0), flags 0
1779792814.820582 cmdq_fire_command <global>: (2288) bind-key -T copy-mode-vi H { send-keys -X top-line }
1779792814.820627 cmd_find_best_session: 0 sessions to try
1779792814.820663 cmd_find_current_client: no target, return (nil)
1779792814.820694 cmd_find_best_session: 0 sessions to try
1779792814.820727 cmd_find_current_client: no target, return (nil)
1779792814.820760 cmd_find_best_session: 0 sessions to try
1779792814.820790 cmd_find_best_session: 0 sessions to try
1779792814.820913 key_bindings_add: 0x48 H = send-keys -X top-line
1779792814.820965 cmd_find_best_session: 0 sessions to try
1779792814.820972 cmdq_next <global>: [bind-key/0x648c98b74740] (0), flags 0
1779792814.820981 cmdq_fire_command <global>: (2296) bind-key -T copy-mode-vi J { send-keys -X scroll-down }
1779792814.820984 cmd_find_best_session: 0 sessions to try
1779792814.820988 cmd_find_current_client: no target, return (nil)
1779792814.820991 cmd_find_best_session: 0 sessions to try
1779792814.820994 cmd_find_current_client: no target, return (nil)
1779792814.820997 cmd_find_best_session: 0 sessions to try
1779792814.821133 cmd_find_best_session: 0 sessions to try
1779792814.821154 key_bindings_add: 0x4a J = send-keys -X scroll-down
1779792814.821158 cmd_find_best_session: 0 sessions to try
1779792814.821163 cmdq_next <global>: [bind-key/0x648c98b74d90] (0), flags 0
1779792814.821170 cmdq_fire_command <global>: (2304) bind-key -T copy-mode-vi K { send-keys -X scroll-up }
1779792814.821174 cmd_find_best_session: 0 sessions to try
1779792814.821177 cmd_find_current_client: no target, return (nil)
1779792814.821180 cmd_find_best_session: 0 sessions to try
1779792814.821183 cmd_find_current_client: no target, return (nil)
1779792814.821186 cmd_find_best_session: 0 sessions to try
1779792814.821189 cmd_find_best_session: 0 sessions to try
1779792814.821194 key_bindings_add: 0x4b K = send-keys -X scroll-up
1779792814.821197 cmd_find_best_session: 0 sessions to try
1779792814.821202 cmdq_next <global>: [bind-key/0x648c98b753f0] (0), flags 0
1779792814.821209 cmdq_fire_command <global>: (2312) bind-key -T copy-mode-vi L { send-keys -X bottom-line }
1779792814.821212 cmd_find_best_session: 0 sessions to try
1779792814.821215 cmd_find_current_client: no target, return (nil)
1779792814.821218 cmd_find_best_session: 0 sessions to try
1779792814.821221 cmd_find_current_client: no target, return (nil)
1779792814.821383 cmd_find_best_session: 0 sessions to try
1779792814.821423 cmd_find_best_session: 0 sessions to try
1779792814.821432 key_bindings_add: 0x4c L = send-keys -X bottom-line
1779792814.821436 cmd_find_best_session: 0 sessions to try
1779792814.821441 cmdq_next <global>: [bind-key/0x648c98b75a50] (0), flags 0
1779792814.821448 cmdq_fire_command <global>: (2320) bind-key -T copy-mode-vi M { send-keys -X middle-line }
1779792814.821451 cmd_find_best_session: 0 sessions to try
1779792814.821454 cmd_find_current_client: no target, return (nil)
1779792814.821457 cmd_find_best_session: 0 sessions to try
1779792814.821460 cmd_find_current_client: no target, return (nil)
1779792814.821463 cmd_find_best_session: 0 sessions to try
1779792814.821466 cmd_find_best_session: 0 sessions to try
1779792814.821472 key_bindings_add: 0x4d M = send-keys -X middle-line
1779792814.821475 cmd_find_best_session: 0 sessions to try
1779792814.821484 cmdq_next <global>: [bind-key/0x648c98b75f90] (0), flags 0
1779792814.821491 cmdq_fire_command <global>: (2328) bind-key -T copy-mode-vi N { send-keys -X search-reverse }
1779792814.821494 cmd_find_best_session: 0 sessions to try
1779792814.821497 cmd_find_current_client: no target, return (nil)
1779792814.821500 cmd_find_best_session: 0 sessions to try
1779792814.821503 cmd_find_current_client: no target, return (nil)
1779792814.821506 cmd_find_best_session: 0 sessions to try
1779792814.821509 cmd_find_best_session: 0 sessions to try
1779792814.821514 key_bindings_add: 0x4e N = send-keys -X search-reverse
1779792814.821518 cmd_find_best_session: 0 sessions to try
1779792814.821521 cmdq_next <global>: [bind-key/0x648c98b76600] (0), flags 0
1779792814.821528 cmdq_fire_command <global>: (2336) bind-key -T copy-mode-vi P { send-keys -X toggle-position }
1779792814.821532 cmd_find_best_session: 0 sessions to try
1779792814.821535 cmd_find_current_client: no target, return (nil)
1779792814.821538 cmd_find_best_session: 0 sessions to try
1779792814.821541 cmd_find_current_client: no target, return (nil)
1779792814.821544 cmd_find_best_session: 0 sessions to try
1779792814.821547 cmd_find_best_session: 0 sessions to try
1779792814.821552 key_bindings_add: 0x50 P = send-keys -X toggle-position
1779792814.821555 cmd_find_best_session: 0 sessions to try
1779792814.821559 cmdq_next <global>: [bind-key/0x648c98b77660] (0), flags 0
1779792814.821571 cmdq_fire_command <global>: (2344) bind-key -T copy-mode-vi T { command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" } }
1779792814.821574 cmd_find_best_session: 0 sessions to try
1779792814.821577 cmd_find_current_client: no target, return (nil)
1779792814.821580 cmd_find_best_session: 0 sessions to try
1779792814.821583 cmd_find_current_client: no target, return (nil)
1779792814.821586 cmd_find_best_session: 0 sessions to try
1779792814.821589 cmd_find_best_session: 0 sessions to try
1779792814.821598 key_bindings_add: 0x54 T = command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" }
1779792814.821601 cmd_find_best_session: 0 sessions to try
1779792814.821605 cmdq_next <global>: [bind-key/0x648c98b76bc0] (0), flags 0
1779792814.821612 cmdq_fire_command <global>: (2356) bind-key -T copy-mode-vi V { send-keys -X select-line }
1779792814.821615 cmd_find_best_session: 0 sessions to try
1779792814.821812 cmd_find_current_client: no target, return (nil)
1779792814.821867 cmd_find_best_session: 0 sessions to try
1779792814.821907 cmd_find_current_client: no target, return (nil)
1779792814.821938 cmd_find_best_session: 0 sessions to try
1779792814.821971 cmd_find_best_session: 0 sessions to try
1779792814.822006 key_bindings_add: 0x56 V = send-keys -X select-line
1779792814.822040 cmd_find_best_session: 0 sessions to try
1779792814.822047 cmdq_next <global>: [bind-key/0x648c98b77cb0] (0), flags 0
1779792814.822055 cmdq_fire_command <global>: (2364) bind-key -T copy-mode-vi W { send-keys -X next-space }
1779792814.822058 cmd_find_best_session: 0 sessions to try
1779792814.822061 cmd_find_current_client: no target, return (nil)
1779792814.822064 cmd_find_best_session: 0 sessions to try
1779792814.822067 cmd_find_current_client: no target, return (nil)
1779792814.822070 cmd_find_best_session: 0 sessions to try
1779792814.822074 cmd_find_best_session: 0 sessions to try
1779792814.822155 key_bindings_add: 0x57 W = send-keys -X next-space
1779792814.822168 cmd_find_best_session: 0 sessions to try
1779792814.822174 cmdq_next <global>: [bind-key/0x648c98b78120] (0), flags 0
1779792814.822204 cmdq_fire_command <global>: (2372) bind-key -T copy-mode-vi X { send-keys -X set-mark }
1779792814.822208 cmd_find_best_session: 0 sessions to try
1779792814.822211 cmd_find_current_client: no target, return (nil)
1779792814.822214 cmd_find_best_session: 0 sessions to try
1779792814.822217 cmd_find_current_client: no target, return (nil)
1779792814.822220 cmd_find_best_session: 0 sessions to try
1779792814.822245 cmd_find_best_session: 0 sessions to try
1779792814.822254 key_bindings_add: 0x58 X = send-keys -X set-mark
1779792814.822257 cmd_find_best_session: 0 sessions to try
1779792814.822262 cmdq_next <global>: [bind-key/0x648c98b786a0] (0), flags 0
1779792814.822269 cmdq_fire_command <global>: (2380) bind-key -T copy-mode-vi ^ { send-keys -X back-to-indentation }
1779792814.822272 cmd_find_best_session: 0 sessions to try
1779792814.822275 cmd_find_current_client: no target, return (nil)
1779792814.822278 cmd_find_best_session: 0 sessions to try
1779792814.822281 cmd_find_current_client: no target, return (nil)
1779792814.822284 cmd_find_best_session: 0 sessions to try
1779792814.822287 cmd_find_best_session: 0 sessions to try
1779792814.822292 key_bindings_add: 0x5e ^ = send-keys -X back-to-indentation
1779792814.822296 cmd_find_best_session: 0 sessions to try
1779792814.822299 cmdq_next <global>: [bind-key/0x648c98b78db0] (0), flags 0
1779792814.822306 cmdq_fire_command <global>: (2388) bind-key -T copy-mode-vi b { send-keys -X previous-word }
1779792814.822309 cmd_find_best_session: 0 sessions to try
1779792814.822312 cmd_find_current_client: no target, return (nil)
1779792814.822316 cmd_find_best_session: 0 sessions to try
1779792814.822318 cmd_find_current_client: no target, return (nil)
1779792814.822321 cmd_find_best_session: 0 sessions to try
1779792814.822324 cmd_find_best_session: 0 sessions to try
1779792814.822330 key_bindings_add: 0x62 b = send-keys -X previous-word
1779792814.822333 cmd_find_best_session: 0 sessions to try
1779792814.822337 cmdq_next <global>: [bind-key/0x648c98b79650] (0), flags 0
1779792814.822345 cmdq_fire_command <global>: (2396) bind-key -T copy-mode-vi e { send-keys -X next-word-end }
1779792814.822348 cmd_find_best_session: 0 sessions to try
1779792814.822351 cmd_find_current_client: no target, return (nil)
1779792814.822353 cmd_find_best_session: 0 sessions to try
1779792814.822356 cmd_find_current_client: no target, return (nil)
1779792814.822359 cmd_find_best_session: 0 sessions to try
1779792814.822362 cmd_find_best_session: 0 sessions to try
1779792814.822367 key_bindings_add: 0x65 e = send-keys -X next-word-end
1779792814.822371 cmd_find_best_session: 0 sessions to try
1779792814.822375 cmdq_next <global>: [bind-key/0x648c98b7a8c0] (0), flags 0
1779792814.822385 cmdq_fire_command <global>: (2404) bind-key -T copy-mode-vi f { command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" } }
1779792814.822389 cmd_find_best_session: 0 sessions to try
1779792814.822392 cmd_find_current_client: no target, return (nil)
1779792814.822395 cmd_find_best_session: 0 sessions to try
1779792814.822398 cmd_find_current_client: no target, return (nil)
1779792814.822400 cmd_find_best_session: 0 sessions to try
1779792814.822403 cmd_find_best_session: 0 sessions to try
1779792814.822412 key_bindings_add: 0x66 f = command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" }
1779792814.822415 cmd_find_best_session: 0 sessions to try
1779792814.822419 cmdq_next <global>: [bind-key/0x648c98b79940] (0), flags 0
1779792814.822426 cmdq_fire_command <global>: (2416) bind-key -T copy-mode-vi g { send-keys -X history-top }
1779792814.822429 cmd_find_best_session: 0 sessions to try
1779792814.822432 cmd_find_current_client: no target, return (nil)
1779792814.822435 cmd_find_best_session: 0 sessions to try
1779792814.822438 cmd_find_current_client: no target, return (nil)
1779792814.822441 cmd_find_best_session: 0 sessions to try
1779792814.822444 cmd_find_best_session: 0 sessions to try
1779792814.822449 key_bindings_add: 0x67 g = send-keys -X history-top
1779792814.822452 cmd_find_best_session: 0 sessions to try
1779792814.822456 cmdq_next <global>: [bind-key/0x648c98b7aa20] (0), flags 0
1779792814.822463 cmdq_fire_command <global>: (2424) bind-key -T copy-mode-vi h { send-keys -X cursor-left }
1779792814.822466 cmd_find_best_session: 0 sessions to try
1779792814.822469 cmd_find_current_client: no target, return (nil)
1779792814.822472 cmd_find_best_session: 0 sessions to try
1779792814.822478 cmd_find_current_client: no target, return (nil)
1779792814.822481 cmd_find_best_session: 0 sessions to try
1779792814.822484 cmd_find_best_session: 0 sessions to try
1779792814.822490 key_bindings_add: 0x68 h = send-keys -X cursor-left
1779792814.822493 cmd_find_best_session: 0 sessions to try
1779792814.822499 cmdq_next <global>: [bind-key/0x648c98b7ae60] (0), flags 0
1779792814.822505 cmdq_fire_command <global>: (2432) bind-key -T copy-mode-vi j { send-keys -X cursor-down }
1779792814.822508 cmd_find_best_session: 0 sessions to try
1779792814.822511 cmd_find_current_client: no target, return (nil)
1779792814.822514 cmd_find_best_session: 0 sessions to try
1779792814.822518 cmd_find_current_client: no target, return (nil)
1779792814.822520 cmd_find_best_session: 0 sessions to try
1779792814.822523 cmd_find_best_session: 0 sessions to try
1779792814.822528 key_bindings_add: 0x6a j = send-keys -X cursor-down
1779792814.822532 cmd_find_best_session: 0 sessions to try
1779792814.822536 cmdq_next <global>: [bind-key/0x648c98b7b370] (0), flags 0
1779792814.822543 cmdq_fire_command <global>: (2440) bind-key -T copy-mode-vi k { send-keys -X cursor-up }
1779792814.822546 cmd_find_best_session: 0 sessions to try
1779792814.822549 cmd_find_current_client: no target, return (nil)
1779792814.822552 cmd_find_best_session: 0 sessions to try
1779792814.822555 cmd_find_current_client: no target, return (nil)
1779792814.822558 cmd_find_best_session: 0 sessions to try
1779792814.822561 cmd_find_best_session: 0 sessions to try
1779792814.822566 key_bindings_add: 0x6b k = send-keys -X cursor-up
1779792814.822569 cmd_find_best_session: 0 sessions to try
1779792814.822573 cmdq_next <global>: [bind-key/0x648c98b7b8b0] (0), flags 0
1779792814.822580 cmdq_fire_command <global>: (2448) bind-key -T copy-mode-vi z { send-keys -X scroll-middle }
1779792814.822583 cmd_find_best_session: 0 sessions to try
1779792814.822586 cmd_find_current_client: no target, return (nil)
1779792814.822589 cmd_find_best_session: 0 sessions to try
1779792814.822592 cmd_find_current_client: no target, return (nil)
1779792814.822595 cmd_find_best_session: 0 sessions to try
1779792814.822598 cmd_find_best_session: 0 sessions to try
1779792814.822603 key_bindings_add: 0x7a z = send-keys -X scroll-middle
1779792814.822606 cmd_find_best_session: 0 sessions to try
1779792814.822610 cmdq_next <global>: [bind-key/0x648c98b7bfc0] (0), flags 0
1779792814.822617 cmdq_fire_command <global>: (2456) bind-key -T copy-mode-vi l { send-keys -X cursor-right }
1779792814.822620 cmd_find_best_session: 0 sessions to try
1779792814.822623 cmd_find_current_client: no target, return (nil)
1779792814.822626 cmd_find_best_session: 0 sessions to try
1779792814.822629 cmd_find_current_client: no target, return (nil)
1779792814.822632 cmd_find_best_session: 0 sessions to try
1779792814.822635 cmd_find_best_session: 0 sessions to try
1779792814.822640 key_bindings_add: 0x6c l = send-keys -X cursor-right
1779792814.822643 cmd_find_best_session: 0 sessions to try
1779792814.822647 cmdq_next <global>: [bind-key/0x648c98b7c500] (0), flags 0
1779792814.822654 cmdq_fire_command <global>: (2464) bind-key -T copy-mode-vi n { send-keys -X search-again }
1779792814.822657 cmd_find_best_session: 0 sessions to try
1779792814.822660 cmd_find_current_client: no target, return (nil)
1779792814.822663 cmd_find_best_session: 0 sessions to try
1779792814.822666 cmd_find_current_client: no target, return (nil)
1779792814.822669 cmd_find_best_session: 0 sessions to try
1779792814.822672 cmd_find_best_session: 0 sessions to try
1779792814.822677 key_bindings_add: 0x6e n = send-keys -X search-again
1779792814.822680 cmd_find_best_session: 0 sessions to try
1779792814.822684 cmdq_next <global>: [bind-key/0x648c98b7cac0] (0), flags 0
1779792814.822690 cmdq_fire_command <global>: (2472) bind-key -T copy-mode-vi o { send-keys -X other-end }
1779792814.822693 cmd_find_best_session: 0 sessions to try
1779792814.822696 cmd_find_current_client: no target, return (nil)
1779792814.822699 cmd_find_best_session: 0 sessions to try
1779792814.822706 cmd_find_current_client: no target, return (nil)
1779792814.822709 cmd_find_best_session: 0 sessions to try
1779792814.822712 cmd_find_best_session: 0 sessions to try
1779792814.822717 key_bindings_add: 0x6f o = send-keys -X other-end
1779792814.822720 cmd_find_best_session: 0 sessions to try
1779792814.822724 cmdq_next <global>: [bind-key/0x648c98b7cef0] (0), flags 0
1779792814.822731 cmdq_fire_command <global>: (2480) bind-key -T copy-mode-vi q { send-keys -X cancel }
1779792814.822734 cmd_find_best_session: 0 sessions to try
1779792814.822737 cmd_find_current_client: no target, return (nil)
1779792814.822740 cmd_find_best_session: 0 sessions to try
1779792814.822743 cmd_find_current_client: no target, return (nil)
1779792814.822746 cmd_find_best_session: 0 sessions to try
1779792814.822749 cmd_find_best_session: 0 sessions to try
1779792814.822754 key_bindings_add: 0x71 q = send-keys -X cancel
1779792814.822757 cmd_find_best_session: 0 sessions to try
1779792814.822761 cmdq_next <global>: [bind-key/0x648c98b7d2a0] (0), flags 0
1779792814.822767 cmdq_fire_command <global>: (2488) bind-key -T copy-mode-vi r { send-keys -X refresh-from-pane }
1779792814.822771 cmd_find_best_session: 0 sessions to try
1779792814.822774 cmd_find_current_client: no target, return (nil)
1779792814.822777 cmd_find_best_session: 0 sessions to try
1779792814.822779 cmd_find_current_client: no target, return (nil)
1779792814.822782 cmd_find_best_session: 0 sessions to try
1779792814.822785 cmd_find_best_session: 0 sessions to try
1779792814.822791 key_bindings_add: 0x72 r = send-keys -X refresh-from-pane
1779792814.822794 cmd_find_best_session: 0 sessions to try
1779792814.822797 cmdq_next <global>: [bind-key/0x648c98b7e640] (0), flags 0
1779792814.822808 cmdq_fire_command <global>: (2496) bind-key -T copy-mode-vi t { command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" } }
1779792814.822811 cmd_find_best_session: 0 sessions to try
1779792814.822814 cmd_find_current_client: no target, return (nil)
1779792814.822817 cmd_find_best_session: 0 sessions to try
1779792814.822820 cmd_find_current_client: no target, return (nil)
1779792814.822823 cmd_find_best_session: 0 sessions to try
1779792814.822826 cmd_find_best_session: 0 sessions to try
1779792814.822834 key_bindings_add: 0x74 t = command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" }
1779792814.822837 cmd_find_best_session: 0 sessions to try
1779792814.822841 cmdq_next <global>: [bind-key/0x648c98b7d500] (0), flags 0
1779792814.822848 cmdq_fire_command <global>: (2508) bind-key -T copy-mode-vi v { send-keys -X rectangle-toggle }
1779792814.822851 cmd_find_best_session: 0 sessions to try
1779792814.822854 cmd_find_current_client: no target, return (nil)
1779792814.822857 cmd_find_best_session: 0 sessions to try
1779792814.822860 cmd_find_current_client: no target, return (nil)
1779792814.822863 cmd_find_best_session: 0 sessions to try
1779792814.822866 cmd_find_best_session: 0 sessions to try
1779792814.822871 key_bindings_add: 0x76 v = send-keys -X rectangle-toggle
1779792814.822874 cmd_find_best_session: 0 sessions to try
1779792814.822878 cmdq_next <global>: [bind-key/0x648c98b7e9e0] (0), flags 0
1779792814.822885 cmdq_fire_command <global>: (2516) bind-key -T copy-mode-vi w { send-keys -X next-word }
1779792814.822888 cmd_find_best_session: 0 sessions to try
1779792814.822891 cmd_find_current_client: no target, return (nil)
1779792814.822894 cmd_find_best_session: 0 sessions to try
1779792814.822897 cmd_find_current_client: no target, return (nil)
1779792814.822900 cmd_find_best_session: 0 sessions to try
1779792814.822902 cmd_find_best_session: 0 sessions to try
1779792814.822908 key_bindings_add: 0x77 w = send-keys -X next-word
1779792814.822911 cmd_find_best_session: 0 sessions to try
1779792814.822915 cmdq_next <global>: [bind-key/0x648c98b7ee30] (0), flags 0
1779792814.822922 cmdq_fire_command <global>: (2524) bind-key -T copy-mode-vi \\{ { send-keys -X previous-paragraph }
1779792814.822925 cmd_find_best_session: 0 sessions to try
1779792814.822932 cmd_find_current_client: no target, return (nil)
1779792814.822934 cmd_find_best_session: 0 sessions to try
1779792814.822937 cmd_find_current_client: no target, return (nil)
1779792814.822940 cmd_find_best_session: 0 sessions to try
1779792814.822943 cmd_find_best_session: 0 sessions to try
1779792814.822949 key_bindings_add: 0x7b { = send-keys -X previous-paragraph
1779792814.822952 cmd_find_best_session: 0 sessions to try
1779792814.822956 cmdq_next <global>: [bind-key/0x648c98b7f410] (0), flags 0
1779792814.822963 cmdq_fire_command <global>: (2532) bind-key -T copy-mode-vi \\} { send-keys -X next-paragraph }
1779792814.822966 cmd_find_best_session: 0 sessions to try
1779792814.822969 cmd_find_current_client: no target, return (nil)
1779792814.822972 cmd_find_best_session: 0 sessions to try
1779792814.822975 cmd_find_current_client: no target, return (nil)
1779792814.822978 cmd_find_best_session: 0 sessions to try
1779792814.822981 cmd_find_best_session: 0 sessions to try
1779792814.822986 key_bindings_add: 0x7d } = send-keys -X next-paragraph
1779792814.822989 cmd_find_best_session: 0 sessions to try
1779792814.822993 cmdq_next <global>: [bind-key/0x648c98b7fa20] (0), flags 0
1779792814.823000 cmdq_fire_command <global>: (2540) bind-key -T copy-mode-vi \\% { send-keys -X next-matching-bracket }
1779792814.823003 cmd_find_best_session: 0 sessions to try
1779792814.823006 cmd_find_current_client: no target, return (nil)
1779792814.823009 cmd_find_best_session: 0 sessions to try
1779792814.823012 cmd_find_current_client: no target, return (nil)
1779792814.823015 cmd_find_best_session: 0 sessions to try
1779792814.823018 cmd_find_best_session: 0 sessions to try
1779792814.823023 key_bindings_add: 0x25 % = send-keys -X next-matching-bracket
1779792814.823026 cmd_find_best_session: 0 sessions to try
1779792814.823030 cmdq_next <global>: [bind-key/0x648c98b80200] (0), flags 0
1779792814.823037 cmdq_fire_command <global>: (2548) bind-key -T copy-mode-vi Home { send-keys -X start-of-line }
1779792814.823040 cmd_find_best_session: 0 sessions to try
1779792814.823043 cmd_find_current_client: no target, return (nil)
1779792814.823046 cmd_find_best_session: 0 sessions to try
1779792814.823049 cmd_find_current_client: no target, return (nil)
1779792814.823052 cmd_find_best_session: 0 sessions to try
1779792814.823055 cmd_find_best_session: 0 sessions to try
1779792814.823060 key_bindings_add: 0x10e1a3 Home = send-keys -X start-of-line
1779792814.823063 cmd_find_best_session: 0 sessions to try
1779792814.823068 cmdq_next <global>: [bind-key/0x648c98b80900] (0), flags 0
1779792814.823075 cmdq_fire_command <global>: (2556) bind-key -T copy-mode-vi End { send-keys -X end-of-line }
1779792814.823079 cmd_find_best_session: 0 sessions to try
1779792814.823082 cmd_find_current_client: no target, return (nil)
1779792814.823085 cmd_find_best_session: 0 sessions to try
1779792814.823089 cmd_find_current_client: no target, return (nil)
1779792814.823092 cmd_find_best_session: 0 sessions to try
1779792814.823095 cmd_find_best_session: 0 sessions to try
1779792814.823101 key_bindings_add: 0x10e1a4 End = send-keys -X end-of-line
1779792814.823104 cmd_find_best_session: 0 sessions to try
1779792814.823108 cmdq_next <global>: [bind-key/0x648c98b80bd0] (0), flags 0
1779792814.823115 cmdq_fire_command <global>: (2564) bind-key -T copy-mode-vi MouseDown1Pane { select-pane }
1779792814.823118 cmd_find_best_session: 0 sessions to try
1779792814.823121 cmd_find_current_client: no target, return (nil)
1779792814.823124 cmd_find_best_session: 0 sessions to try
1779792814.823127 cmd_find_current_client: no target, return (nil)
1779792814.823130 cmd_find_best_session: 0 sessions to try
1779792814.823133 cmd_find_best_session: 0 sessions to try
1779792814.823138 key_bindings_add: 0x10e00e MouseDown1Pane = select-pane
1779792814.823141 cmd_find_best_session: 0 sessions to try
1779792814.823144 cmdq_next <global>: [bind-key/0x648c98b816d0] (0), flags 0
1779792814.823152 cmdq_fire_command <global>: (2572) bind-key -T copy-mode-vi MouseDrag1Pane { select-pane ; send-keys -X begin-selection }
1779792814.823159 cmd_find_best_session: 0 sessions to try
1779792814.823162 cmd_find_current_client: no target, return (nil)
1779792814.823165 cmd_find_best_session: 0 sessions to try
1779792814.823168 cmd_find_current_client: no target, return (nil)
1779792814.823171 cmd_find_best_session: 0 sessions to try
1779792814.823174 cmd_find_best_session: 0 sessions to try
1779792814.823181 key_bindings_add: 0x10e07a MouseDrag1Pane = select-pane ; send-keys -X begin-selection
1779792814.823184 cmd_find_best_session: 0 sessions to try
1779792814.823188 cmdq_next <global>: [bind-key/0x648c98b818e0] (0), flags 0
1779792814.823196 cmdq_fire_command <global>: (2581) bind-key -T copy-mode-vi MouseDragEnd1Pane { send-keys -X copy-pipe-and-cancel }
1779792814.823199 cmd_find_best_session: 0 sessions to try
1779792814.823202 cmd_find_current_client: no target, return (nil)
1779792814.823205 cmd_find_best_session: 0 sessions to try
1779792814.823208 cmd_find_current_client: no target, return (nil)
1779792814.823211 cmd_find_best_session: 0 sessions to try
1779792814.823214 cmd_find_best_session: 0 sessions to try
1779792814.823221 key_bindings_add: 0x10e0b0 MouseDragEnd1Pane = send-keys -X copy-pipe-and-cancel
1779792814.823428 cmd_find_best_session: 0 sessions to try
1779792814.823472 cmdq_next <global>: [bind-key/0x648c98b82460] (0), flags 0
1779792814.823510 cmdq_fire_command <global>: (2589) bind-key -T copy-mode-vi WheelUpPane { select-pane ; send-keys -X -N 5 scroll-up }
1779792814.823545 cmd_find_best_session: 0 sessions to try
1779792814.823578 cmd_find_current_client: no target, return (nil)
1779792814.823608 cmd_find_best_session: 0 sessions to try
1779792814.823641 cmd_find_current_client: no target, return (nil)
1779792814.823671 cmd_find_best_session: 0 sessions to try
1779792814.823704 cmd_find_best_session: 0 sessions to try
1779792814.823745 key_bindings_add: 0x10e0e6 WheelUpPane = select-pane ; send-keys -X -N 5 scroll-up
1779792814.823918 cmd_find_best_session: 0 sessions to try
1779792814.823975 cmdq_next <global>: [bind-key/0x648c98b82bd0] (0), flags 0
1779792814.824014 cmdq_fire_command <global>: (2598) bind-key -T copy-mode-vi WheelDownPane { select-pane ; send-keys -X -N 5 scroll-down }
1779792814.824050 cmd_find_best_session: 0 sessions to try
1779792814.824084 cmd_find_current_client: no target, return (nil)
1779792814.824114 cmd_find_best_session: 0 sessions to try
1779792814.824146 cmd_find_current_client: no target, return (nil)
1779792814.824177 cmd_find_best_session: 0 sessions to try
1779792814.824211 cmd_find_best_session: 0 sessions to try
1779792814.824265 key_bindings_add: 0x10e0ec WheelDownPane = select-pane ; send-keys -X -N 5 scroll-down
1779792814.824305 cmd_find_best_session: 0 sessions to try
1779792814.824339 cmdq_next <global>: [bind-key/0x648c98b839a0] (0), flags 0
1779792814.824795 cmdq_fire_command <global>: (2607) bind-key -T copy-mode-vi DoubleClick1Pane { select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1779792814.824857 cmd_find_best_session: 0 sessions to try
1779792814.824890 cmd_find_current_client: no target, return (nil)
1779792814.824923 cmd_find_best_session: 0 sessions to try
1779792814.824973 cmd_find_current_client: no target, return (nil)
1779792814.824980 cmd_find_best_session: 0 sessions to try
1779792814.824983 cmd_find_best_session: 0 sessions to try
